efficiencySum	efficiencyAvg	efficiencyMax	effectiveSizeSum	effectiveSizeAvg	effectiveSizeMax	constraintSum	constraintAvg	constraintMax	hierarchySum	hierarchyAvg	hierarchyMax	developers	commits	updates	class
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	4	142	54	strong
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	4	104	38	strong
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	4	122	36	strong
8,450750404	0,5281719	1	155,3264624	9,707903898	84,15408715	9,476414559	0,59227591	1	6,773552194	0,423347012	1	16	119	27	strong
4,799148137	0,533238682	0,885832496	174,2878132	19,36531258	84,15408715	6,015309164	0,668367685	1,016729813	4,216069263	0,46845214	0,902435915	9	104	26	strong
3,337188411	0,667437682	1	110,7976015	22,1595203	84,15408715	2,817378453	0,563475691	1	3,092868568	0,618573714	1	5	76	14	strong
8,063594414	0,57597103	1	203,6215622	14,5443973	84,15408715	10,38443097	0,74174507	1,016729813	7,996128043	0,571152003	1	14	196	30	strong
1,219483533	0,609741767	0,885832496	85,15504026	42,57752013	84,15408715	1,370164499	0,68508225	1,016729813	1,562780226	0,781390113	0,902435915	2	45	11	strong
4,153316178	0,593330883	0,885832496	149,9084239	21,41548912	84,15408715	4,239734809	0,605676401	1,016729813	3,570053431	0,510007633	0,902435915	7	108	26	strong
3,819665142	0,636610857	0,885832496	148,9074708	24,81791179	84,15408715	3,223004996	0,537167499	0,781098914	2,667617516	0,444602919	0,662657174	6	65	16	strong
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	85	28	strong
6,001028157	0,666780906	1	161,8364133	17,9818237	84,15408715	5,870780312	0,652308924	1	5,380414286	0,59782381	1	9	147	21	strong
